LINE	YEAR	GENRE	SOURCE	CONTEXT
13	1953	FIC	Good-for-Nothing	was as wide-awake as he could be. He slapped Norman on the back. FIe sniffed around the room a few times and said, " What's that funny
14	1953	FIC	Good-for-Nothing	be ashamed of myself. All right -- I'm ashamed of myself. " FIe smiled for a moment. Then after another puff at his cigar, his voice
15	1953	NEWS	Chicago	and her mother went to call on Salisbury and " pray with him " when fie was ill several months ago. Salisbury's wife persuaded her husband later to attend
16	1954	FIC	ThirdGeneration	He was ineffably drawn to her; he felt an affinity deeper than kin. FIe went toward her timidly, filled with the great flaming desire to serve her with
17	1955	FIC	Harpers	Pio said. " What does one more week matter? " Cathay JOHN LOEHLIN FIE book closes. The walls suddenly fade, I and we are lost upon an
18	1955	MAG	Harpers	Samurai, " and I asked him if humor was not unusual in historicals. Fie denied this and said that he had created the role especially for Mifune, a
19	1955	NEWS	NYT-Reg	today on further Administration comments about the' Formosa prob; em. The picture fie presented at the White House news conference was of a man treading softly lest he
20	1956	FIC	BoonIsland	I wonder, John asked himself, when they expect me to marry her. Fie considered the matter, munching stolidly with his heavy jaw; he decided he could
21	1956	NEWS	Chicago	, Korea, and other nations from the state department. " Proposes Ignoring Seizure Fie proposed that the United States ignore the seizure of the canal by Nasser. Jenner
22	1957	FIC	Harpers	a cloud of smoke and r-emoved the bad hand and it seemed good again, fie looked, narrow-eyed, down at the mob and nodded his head. The bright-crested
23	1957	NEWS	NYT-Reg	was indirect. An Army spokesman had said that selected units were involved, but fie emphasized he could cite no specific order. The Army spoke-man compared the military precautions
24	1957	NEWS	NYT-Reg	issues. This was verified by a team of New York Times reporters in the fie: d. On the basis of findings of The Times' survey team,
25	1958	MAG	SportsIll	order to take advantage of a rematch purse and betting odds. Let us say fie on such notions, which are belied by the pictures on the next few pages
26	1958	MAG	SatEvePost	of his income to rent a cabana at one of the better beach hotels. Fie never uses it himself, but his wife, a chronic invalid from heart trouNe
27	1958	MAG	SatEvePost	. How's about telling mc about it in your own words? " " Fie's one of the classiest guys we've ever had on our show, "
28	1959	FIC	Mansion	was riding toward the Santee River and they were to catch up with him. Fie set out with a few horsemen and rode toward Nelson's Ferry. " Marion
29	1959	FIC	Hawaii	bed and it struck him as highly peculiar that it should be dead white. fie had never seen any white sitting-down furniture before and thought how imp
1	1960	MAG	Atlantic	that I called him over, but I did not want to snub him. Fie claps one hand to the side of my head, as is his habit.
2	1960	NEWS	NYT-Reg	curtailed. The Wisconsin Republican said that the manual should never have been withdrawn. Fie said that " the charges haven't been disproved one iota. "
3	1961	MAG	SatEvePost	in Moscow. It was New Year's Eve, and the athletes were T FIE invited to the traditional ball in the Kremlin. Five orchestras, from a symphony
4	1961	NEWS	Chicago	people who have it in them to be first but who finish second, " fie said -- but he also came thru with the money. For it was Joe
5	1962	FIC	LettingGo	to accept credit for it and try to explain his ignorance of its results. FIe could not, of course, know that Tall would later change his opinion.
6	1962	FIC	ShadeDifference	he al, proached the great bronze doors of the Assembly Hall in Geneva that fie fateful afternoon. Now, my boy, he had admonished himself with a deep
7	1963	FIC	Harpers	, including " A Law for the Lion " and " Portrait in Brownstone. " fie began writing fiction at Yale and continued during off-hours from active service in the Navy
8	1963	FIC	Harpers	. He put his crutches clown, and carefully stretched himself on the grass. fIe folded his hands under his head and looked up. There was nothing but the
9	1963	MAG	Atlantic	their revolutionary right in the securement of that freedom. I had become fanatical over fie question of asserting my dignity as a man, threw aside the mellowing influences of
10	1963	MAG	Atlantic	from the regulars, the onespeople think of as an essential part of the equi fie. Even Mercedes, an organization that was very strict with drivers, saw you
11	1963	MAG	Atlantic	arrest and imprisonment. After his escape in 1876? the year Bakunin died? fie went to Switzerland, where he worked with Elisee Reclus, the French geographer and
12	1964	FIC	OneDayInAfternoon	. " He straightened his tie, and went along to meet the millionaire. FIE LEFT the hotel by the Fifty-sixth Street door, moving slowly, and thinking about
13	1964	FIC	OneDayInAfternoon	It was comfortable lying on top of the bed up there during the day. FIE PICKED up his key and a handful of phone messages, and went up to
14	1964	FIC	Man	Should I believe everything I read? " " Cut it out, Kay. FIe was gunning for bigger game in that column. " " I should think there
15	1964	MAG	SatEvePost	" The Big Man, " " The Little Man "? he stands only fie feet, four inches in his elevator shoes -- or simply The Man. "
16	1965	FIC	AnAmericanDream	I said, " Shago said to wish you good luck.' " " Fie did? " She seemed thoughtful. " Well, if he comes back,
17	1965	NEWS	NYT-Reg	's feet. Parliamentary experts said Mr. Wilson had the edge in the exchange, fie had succeeded in making a major issue of a point that was extraneous to the
18	1965	NF/ACAD	365ShortcutsHome	or plaids. It is used for aprons, house dresses, etc. " Fie upon the lexicographer or whatever they | call a person who writes a dictionary!
19	1966	FIC	WaitingWinter	n't make that much difference. It's the heat of the water. " fie was naked. " Turn around, " she said. " Where did you
20	1966	FIC	WaitingWinter	kissing and looked into each other's eyes. She looked vulnerable and small. FIe drew her to him again and kissed her neck. At first she did not
21	1966	NEWS	Chicago	" published in 1919 by Charles Scribner's Sons. If his children -- or fie? were away from the White House, he wrote them notes amusing, chatty
22	1967	FIC	CaughtInThatMusic	week ago, he would have refused to credit the possibility of real disappointment. FIe had always imagined that affection, friendship were states of being whose increase could come
23	1967	NF/ACAD	English	law of the land, the gentry will be satisfied. Clause 34 abolishes prceci fie, the writ which arbitrarily deprived a freeman of his own court. The power
24	1968	FIC	MorningNoonNight	of a chance. He will drive his chaste sister to cry: Oh, fie, fie, fie! He sues to live; he is ready to accept
25	1968	FIC	MorningNoonNight	chance. He will drive his chaste sister to cry: Oh, fie, fie, fie! He sues to live; he is ready to accept the weariest
26	1968	FIC	MorningNoonNight	He will drive his chaste sister to cry: Oh, fie, fie, fie! He sues to live; he is ready to accept the weariest and most
27	1968	MAG	NewYorker	twenty years old; his face is somewhat ascetic and contained but often amused. Fie seems to speak as simply and directly as possible, in a quiet way,
28	1968	MAG	NewYorker	He wore dark glasses, on the right lens of which was painted "' FIE " and on the left " MAN. " Using a device in his mouth
29	1969	FIC	Promise	The Bible they change whenever they do not understand what they read. //I' fie Gemora "? he used the traditional synonym for the Talmud, though the
1	1970	FIC	Harpers	piece just for goo measure. If there is a God, then why does fie alloy the Poles to beat up the Jews? " " I don't know
2	1970	MAG	Harpers	the Communists might he less calamitous than it would seem. At worst they would fie circumscribed and at best diminished. Time and again, strong opposition parties have been
3	1971	NF/ACAD	Revolver1889-1914	and was available in barrel lengths of 34 inches (174 oz.), 44 Fie. 9. Smith Wesson double-action lock-mechanism for hinged frame revolvers. The firing-cycle of
4	1971	NF/ACAD	Revolver1889-1914	on the trigger merely raises the pawl, to rotate the cylinder, without cocking Fie. 18. Portuguese " Abadie " loading-gate safety device. (Drawn by Senhor
5	1971	NF/ACAD	Revolver1889-1914	M/1893, Romanian M/1895, and Serbian equivalents) is shown at Figure 19, Fie. 19. Swedish (Nagant) double-action lock-mechanism for M/r887 evolver. where " a
6	1972	FIC	Augustus	warmly. " Did you think I would not be -- my own son? Fie on you, madam, for believing otherwise. I told you once I was
7	1972	FIC	Harpers	, he would see the old man putting his boat in the sea, and fie would join him. " Shall 1 conic with you, Perez? " "
8	1972	MAG	Harpers	, quickly tried to convin Flynn to join the crew and go back to the fie. with them. Flynn was skeptical as he sat in the Tu Do Street
9	1972	MAG	Harpers	that the destiny of blacks in the U.S. is in his hands. T 9-1 FIE MATERIAL COMFORT of tl Northeastern middle-class bla. is, in 1972, a direct result
10	1972	NEWS	NYT-Reg	Mr. Gentele, driving a Fiat 125, passed a smaller Fiat 500 at' fie New York Times Goeran Gentele high speed and crashed head-on into a cement truck.
11	1973	MAG	Harpers	in the city of Chihuahua. It is after the revolution. Canutillo, Durango FIE R.A.ncu MLST have been a I kind of paradise in the late summer after the
12	1973	NEWS	WallStJrnl	another question. Mr. Post says he would like to retire in " four or fie years " to his home here, which he and his wife designed and built
13	1974	MAG	NewYorker	Dylan was never really a successful archetype, if you know what I mean. FIe was only someone who seemed to he somewhere we thought we ought to be.
14	1974	MAG	SatEvePost	. " Ray Grundler came running with the rope, " he says. " fie was going down in the hole. Me and another guy grabbed him -- and
15	1974	NEWS	Chicago	by Rumsfeld, who even without portfolio is head of the White House staff. Fie insisted, sources said, that there be no freewheeling troubleshooters -- a role that
16	1975	FIC	Harpers	one knows you're there, no one knows when you're gone. " fie lit cigarettes for them both, cupping the match though there was no breeze in
17	1975	MAG	NewYorker	next President of the United States, but Mr. Buckley was not among them. Fie contented himself with saying, in his plummy, intelligent voice, that Ron Reagan
18	1975	NEWS	Chicago	He was shoving and hitting me and yelling. It all happened very fast. fie ran toward the kitchen door, and I yelled for him to stop. He
19	1975	NEWS	Chicago	In Puerto Rico, Mayor Carlos Romero Barcelo of Sail Juan denounced the bombings. fie said those who " senselessly destroy property and endanger lives,.. in a society
20	1975	NEWS	Chicago	leading to the seaport ArDairen.? - TATiiiNG IS A sort of case history of fie contribution that new frontier territ Cies are making to the progress of ehina. Twenty
21	1976	TV/MOV	Led Zeppelin: The So...	" From his hiding place he heard a mighty rumbling voice. " Fee, fie, foe, fum. " I smell the blood of an Englishman. "
22	1976	FIC	Speedboat	that I'm broke. " " Yeah. I've got money. " FIe knows he has thirty-some dollars. If he were going into the grocery store he
23	1976	FIC	SpectatorBird	said, and held up my scalped foot. You never saw such disappointment. FIe was raging with it, like a high school quarterback whose coach won't send
24	1976	FIC	Harpers	off, it was into the fine, mellow sleep of the just. T FIE NEXT DAY Paul felt certain that with one more mouseti -- ie he could have
25	1976	NEWS	NYT-Reg	orders and this afternoon, the police, whose principal duty is to direct traf-1 fie, appeared on the streets' wearing badges marked " M " for " militarized
26	1977	FIC	Harpers	house, which she did. Pocketing other half of his sudden wealth, he fie, France. Hoods questioned and watched Pauline. vilified my grandfather and slammed in
27	1977	MAG	GoodHouse	Gallaghers and harts knew one anothe sonably well before a workin tionship developed, the fie energy that surround Suzan a limited impact on the r Newhart. The tone Newhart
28	1977	NEWS	Chicago	normal train brakes before going to the emergency brake but both failed to hold. Fie also denied knowledge of four marijuana cigarets police say were found in his shoulder bag
29	1978	FIC	Whistle	What a pleasure! I just now caught you on 77ie A.M. Show. " fie was beside us both with religious ecstasy. | " I'll take you right up
30	1978	FIC	Cabal	on the shoulder and tell me I had to give it all back. " fie smiled. His voice had rounded into humors and he seemed to be laughing at
31	1978	FIC	Cabal	not so sure. " " How does Mickey feel about it. " " Fie likes things the way they are. Why not? An only child has it
32	1978	MAG	PopSci	in a thunderstorr " The charged raindrops accumulate in a cloud and form an electric fie When it becomes strong enough get lightning. What I did was bottle this whole
33	1978	MAG	NewYorker	a waiter on my way to work, instead of like a clown. " fie pulled a pair of driving gloves over his white gloves, picked up a dance
34	1978	NEWS	Chicago	board of advisers to Harper College's fashion program. But its not enough. fie says, he will not rest until he's admitted to The Fashion Group.
35	1979	MAG	Harpers	Campbell, had his hand in the till. Lance immediately informed the FBI. Fie was later to remind his accusers of this again and again: he himself had
36	1979	NEWS	Chicago	make two or three buys. " aarrr orisesifil? Tr nt. P nlns fie V I l.1, ppmtt? Two suburban police officers (left, back to
37	1979	NEWS	Chicago	levy, which restricts the amount of tax money the governing commission can collect. fie said that because of the county's home rule rights, no such tax levy
38	1979	NF/ACAD	AnatomyIsraeli	array of bombers, fighters, and fighter-bombers in favour of one all-purpose type. fie and the air staff favoured fighter-bombers. But it was impossible
1	1980	FIC	RiddleyWalker	began to sputter and shake like a Tea Kettle o'er an open Fire. " Fie on yer Impertinence, Strumpet! If ye have such a fine Protector in this
2	1980	FIC	RiddleyWalker	. " Be there Honour amongst Thieves? " it cried. " Nay -- fie on Humankind! They'll sell yer Soul fer thirty Pieces o' Silver!
3	1980	MAG	NewRepublic	, nostalgia, aestheticism, and a deeply passive pessimism now drawi us nearer to fie de. sikle Vienna. In international politic, the broadest Context for a historical
4	1981	FIC	ThirdDeadlySin	diet. " " Sure. " " No more sandwiches for you. " Fie sighed. " You never give up, do you? " he said wonderingly
5	1981	NF/ACAD	ScienceGoodBad	week for any given individual, since this cycle is -- --?? r- fie I., no if vrn, r twitch noint for the 28-cycle is on //
6	1982	FIC	DeansDecember	the neck.' Maybe you'd have me go easy. Say,' fie got it fuckin a sleeze in the ville at the height of orgasm.'
7	1982	NF/ACAD	FoodScienceChemical	section of the above diagram enclosed in a broken line is shown in detail in Fie. 8.5. // source of the starch. Potato starch and wheat starch each contain
8	1983	FIC	Poland	in his own discoveries to pay any heed to the speeches being exchanged ahead. fie had looked beyond the constructionsite to the Katun Enclosure presently in use, which had
9	1983	FIC	MrsPollifaxOnChina	was vital to spread them out, except that usually only the peasants -- the fie ho -- were ever returned to their nativevillages. The educated young people, the
10	1983	FIC	LonesomeGods	" I'he captain, he's been out to China and Japan twice now. Fie carries other goods, of course, but he does better124 LOUIS L'AMOURwith the furs
11	1983	FIC	Changes	chilled Pouilly-Fume. " And I also thought their reaction was extremely good. " fie looked satisfied, and smiled. " I thought so too. " And then
12	1983	FIC	LonesomeGods	seen him alive. " " You are mistaken. You have seen another. FIe could not survive. " " The father survived. " | Blue veins showed
13	1985	FIC	Texas	, now and then. U. S. Army buys mules all the time.' fie wrote out his name and address for Macnab, and added:' I've
14	1985	NF/ACAD	HistoryEnglish	be told what it was, and recoiled in horror. He was prudish: Fie, fie, for shame!' he said to a troupe of topless dancers
15	1985	NF/ACAD	HistoryEnglish	what it was, and recoiled in horror. He was prudish: Fie, fie, for shame!' he said to a troupe of topless dancers, and
16	1986	FIC	LegacyLehr	's ire discomfort, " he said in a tone of mock-injury. " If fie so great, why don't you find me a cure? And, yes
17	1987	FIC	OutPhaze	! " " Aye. " She disengaged, giving him no further answer. Fie sighed. " There was so much he had yet to learn about the
18	1987	FIC	OutPhaze	could not keep the pace. " I'll try, " he said. Fie tried, and to his surprise found he was able. The body was young
19	1987	FIC	LegacyHeorot	of Carlos's leash, had learned to be quietly respectful of the wire. fie could stand within two feet of it without flinching but would venture no closer.
20	1989	FIC	TroubleWithBrasses	in the balance. " A few days, " she said dismissively. " Fie upon them! What can be done in so little time that has not been
21	1989	FIC	FireDream	can, then pulled himself to the hack of the hootch to look around. fie looked and listened for five minutes; the camp was silent and deserted. Ile
1	1990	TV/MOV	Hamlet	flat, and unprofitable... seem to me all the uses of this world. Fie on it!' T is an unweeded garden that grows to seed. Things
2	1990	TV/MOV	Hamlet	heart with words... and fall a-cursing like a very drab, a scullion! Fie! Foh! About, my brains. Give me that. It's heavy
3	1990	FIC	SouthernRev	n't have to explain to anyone. That's the problem with this stupid lit fie village. Everything wants explaining, as if we had the whole world, right
4	1991	NEWS	NYT	difficult to enjoy a fifty- dollar steak when Junior next to me is screaming' Fie truck! Fie truck!' " # " I agree. But like I
5	1991	NEWS	NYT	a fifty- dollar steak when Junior next to me is screaming' Fie truck! Fie truck!' " # " I agree. But like I said, Dante
6	1992	FIC	Ploughshares	his efforts have been mild, ritualized, She is his first real girlfriend. Fie is pleased to be kissing and touching her even at the level of intimacy she
7	1992	FIC	Ploughshares	and it's 11:35 by the oven clock as he tiptoes across the kitchen. Fie has never missed curfew before, but the evening is still warm on his skin
8	1992	FIC	Ploughshares	You left. " # I said something to him about wishing him well. Fie didn't care. I was gone. # Camus and Sartre never ate better
9	1993	FIC	SplitHeirs	said, were up to Washington himself. Arnold had no fear of Washington. fie was vindicated. He celebrated by buying the most elegant house in Pennsylvania, Mount
10	1993	FIC	SplitHeirs	kitchen. His hair felt dry, even though he had washed his face. fie was very tired. He sat on a chair in the kitchen, leaning against
11	1993	FIC	ChimesAlyafaleyn	he had expected. Oh, to think of all that he was missing! fie pictured Rufina lying on her bed, her skin clammy and cold, her brow
12	1993	FIC	HeartEarth	bargain castle in the sand. The nice part is it costs no rent. Fie upon Phoenix, auf Wiedersehen to Alzona Park and specters of escaped Germans. Out
13	1993	FIC	SouthernRev	. God has looked after them these past three hundred years without your help, Fie won't -- " # " God? " I said. Because I had
14	1993	MAG	ChildrenToday	D.C., Gaddy told the story of how he had everything stripped away " until fie saw elementary school children who reminded him of himself years ago. He became a
15	1993	NF/ACAD	ArchitectureDeconstruction	what pleases by its form, that is the fundamental prerequisite for taste. " fie In this way, the critique employs the distinction between form and matter with which
16	1993	NF/ACAD	ArchitectureDeconstruction	those who occupy it: " proximity to the source is a mystery. " fie To be at home is precisely to be at home with this irreducible mystery.
17	1995	FIC	LeftBehind	to a window in first class, a writer sat hunched over his laptop. Fie shut down the machine, vowing to get back to his journal later. At
18	1995	NF/ACAD	PerplexityUltimacy	to sense, Why should we in our peevish opposition Take it to heart? Fie!' T is a fault to heaven, A fault againt the dead,
19	1996	TV/MOV	Hamlet	to sense. Why should we in our peevish opposition take it to heart? Fie,' t is a fault to heaven a fault against the dead, a
20	1996	TV/MOV	Hamlet	, flat, and unprofitable seem to me all the uses of this world. Fie on' t, ah fie.' T is an unweeded garden that grows
21	1996	TV/MOV	Hamlet	to me all the uses of this world. Fie on' t, ah fie.' T is an unweeded garden that grows to seed. Things rank and
22	1996	TV/MOV	Hamlet	heaven. O earth. What else? And shall I couple hell? O fie. Hold, hold, my heart and you, my sinews, grow not
23	1996	TV/MOV	Hamlet	my heart with words and fall a-cursing like a very drab, a scullion. Fie upon't, foh! About, my brain. I have heard that guilty
24	1996	TV/MOV	High School High	. Mr. Clark has taken this place on as a special project. " Fie, my lord, fie! " Out, damned spot. Out, I
25	1996	TV/MOV	High School High	taken this place on as a special project. " Fie, my lord, fie! " Out, damned spot. Out, I say. " Line!
26	1997	TV/MOV	Star Trek: Voyager	your stomach. My tricorder's not working. There appears to be a dampening fie... Tuvok? Go. I'm not going to... That's an order
27	1998	FIC	SouthernRev	I smell tobacco, " she announced as Peter approached. " Well, Fee Fie Fo Fum to you too, lady. I just put it out, OK
28	1999	FIC	Play:FuddyMeers	oda tee. Da die. Oomay Fee an bah tin happy. Deh oo fie bah an deh figit. An I hada toke, so king talk bah.
29	1999	FIC	WinterConcert	, " she said. " All the stories we never know. " And fie smiled further, reaching to touch her mittened hand because he had known she might
1	2000	MAG	ChildLife	just once to school before I put it away for the summer? " " Fie, child, " rebuked Granny, " that is but vanity. Besides it
2	2001	FIC	FantasySciFi	a mounted knight, riding a gray war horse and wearing a blue-and-white surcoat, fie is most likely wounded. Have you seen him? " # " No,
3	2001	FIC	FantasySciFi	shoulder. I jumped and turned to find my breakfast waiter smiling at me. Fie removed his hand but I couldn't bring myself to ask what he wanted.
4	2001	MAG	ScienceNews	sunset streaks to the last mounds of snow at the season's end. # Fie on snickering. Such wonders deserve awe. # " They're amazing, "
5	2002	MAG	Jet	. " That fan has included hits that ranged from Walk On By and At fie to Deja Vu and I Say A Little Prayer. And, along the way
6	2004	TV/MOV	The Merchant of Venice	sea. Believe me, no. Why, then you're in love. Fie, fie, fie! Not in love either? Then let us say you
7	2004	TV/MOV	The Merchant of Venice	Believe me, no. Why, then you're in love. Fie, fie, fie! Not in love either? Then let us say you are sad
8	2004	TV/MOV	The Merchant of Venice	, no. Why, then you're in love. Fie, fie, fie! Not in love either? Then let us say you are sad because you
9	2004	TV/MOV	The Merchant of Venice	my constant soul. No! Who's there? - Signior Antonio! - Fie, fie, Gratiano.' T is ten o'clock, our friends all wait
10	2004	TV/MOV	The Merchant of Venice	soul. No! Who's there? - Signior Antonio! - Fie, fie, Gratiano.' T is ten o'clock, our friends all wait for you
11	2004	TV/MOV	The Merchant of Venice	T is mine. And I will have it. If you deny me, fie upon your law. There is no force in the decrees of Venice. I
12	2005	FIC	ShakespearesSecret	not just in the way all parents were weird. He used words like " Fie " and " tetchy, " and he could quote long passages from Shakespeare by
13	2005	NF/ACAD	PlanBFurtherThoughts	at any rate, one of the top five most annoying things about God-is that fie or She rarely answers right away. It can take days, weeks. Some
14	2006	FIC	UntilKnightComes	and her own pain slipped over her like a sheet of cloaking ice. " Fie, but you have lost your wits, eh? " The alewife leaned close
15	2007	FIC	WebEvilNovelSuspense	listening to King Arthur's bored and disaffected knights singing their rousing rendition of " Fie on Goodness. " As she drove past the Highway 111 interchange, the emergency
16	2007	FIC	FantasySciFi	missing, for Mutano substituted a harmless bit of obsidian in that same shape to fie in the casket by the diamond. It hath no occult powers and in time
17	2007	MAG	Esquire	your questions. He defended the PLO in the Achille Lanro case because those sped fie terrorists were a PLO splinter group and Arafat rushed to the scene to help free
18	2009	FIC	DontBargainWith	's School for Young Ladies that would be hers for the next few weeks. Fie on that wretch! She jerked a shawl from her half-unpacked trunk. How could
19	2009	FIC	KnightsTemptation	. # His gaze shifted, like a hawk assessing the landscape before him. Fie, but he was an imposing man. His cloak's hood covered the crown
1	2010	FIC	ScandinavianReview	My brother is swearing in there. He hardly greeted me when they arrived. FIe throws something hard on the tile floor. - What the hell do you shower
2	2014	FIC	VirginiaQRev	who only agreed to talk to me on term s of strict anonym ity. Fie told me that when he gave up wrestling, he had throw n away his
3	2014	FIC	ParisRev	Trust me, " he whispered. " This stuff rots your brains. " Fie stood up, scratching his head, his armpit a rat' s nest of
4	2014	FIC	MassachRev	makes a record of the disappearance, they're going to help find her. Fie takes down her description and says: " Right, an old Arab woman from
5	2015	TV/MOV	Crazy Ex-Girlfriend	lot in common. And I'm not just talking about the pizza and the fie. Mm-hmm. Oh, you know what? Until my business cards come in
6	2015	FIC	MassachRev	only rare gUmpses of his Mutti, slumped in front of the alehouse. " Fie, " his grandmother would say, avoiding the vacant hlue eyes of her daughter
7	2016	FIC	Bk:DropZone	calm, encouraging. " Who are you talking about? " # " Tee fie! " # " I don't understand what you're - " # "
8	2016	NF/ACAD	Journalism History	times on various New York charges including peddling, burglary, and attempted rape. Fie had also been arrested three times by the Rutgers University police, and there were
9	2018	FIC	Analog	" What happened to it? " # " Well, " Dad says. Fie looks away. " I sold it before I joined the Army. " #
10	2019	TV/MOV	As You Like It	foul body of this infected world, if they will patiently receive my medicine. Fie on thee! I can tell what thou wouldst do. What, for a
11	2019	FIC	Analog	said. He smiled. He hadn't been this high since the sixties. Fie wondered if he could still wear a flower in his beard. # " You
12	2019	FIC	Analog	rock within. If you get close to one of these objects, you will fie able to feel the infrared radiation from them on your face. Remember; your
