LINE	YEAR	GENRE	SOURCE	CONTEXT
16	1863	FIC	Shoulder-Straps<	have been surprised if you had not come back in a week. " " Fie! fie! Dick Crawford! I have half a mind not to play for
17	1863	FIC	Shoulder-Straps<	surprised if you had not come back in a week. " " Fie! fie! Dick Crawford! I have half a mind not to play for you at
18	1863	FIC	RoyalApe	of him! Kate. Kate And so can I. Kitty. Kitty O! fie! fie, Kate! where is your modesty? To offer, in the
19	1863	FIC	RoyalApe	! Kate. Kate And so can I. Kitty. Kitty O! fie! fie, Kate! where is your modesty? To offer, in the very dead
20	1863	FIC	RoyalApe	my pocket? Lifts up his skirt to find his pocket. Kitty. Kitty Fie! that's not the way! Kate. Kate How lucky that it is
21	1863	FIC	BiancaCappello	, that virtue I forsook, Forsaking childhood's home. Prince. Prince Regent Fie, fie, Bianca!' T is for thy virtue, more than other
22	1863	FIC	BiancaCappello	virtue I forsook, Forsaking childhood's home. Prince. Prince Regent Fie, fie, Bianca!' T is for thy virtue, more than other charms,
23	1863	FIC	BiancaCappello	better -- I, who have A standing post of honor in the court, Fie, post! stand there against the palace door, Whilst I shall enter in
24	1864	FIC	Liz	, very silly; the Scilly Isles. An. Anice Barholm (laughs) Fie! A clergyman and making puns. Lons. Rev. Arthur Lonsdale I apologise,
25	1864	NEWS	NYT-Reg	by such raids as Mon.o.te's,) and other Slates, had none. fie offered an amendment, that whenever expenditures for calling out the militia, either to
26	1866	MAG	Harpers	the English Government was so impressed with the peculiar value of Barth's services that fie was unable to procure his release on the ground of his father's disinclination to
27	1867	FIC	DottyDimpleAtHer	to my hair any more'n you do. What do you s'pose! " " Fie! for shame, Dotty Dimple! I always thought you were a coward,
28	1867	FIC	HiddenHand	not even nerve and will enough to command the tones of my own voice? Fie on it! Cowardice is worse than death! " And summoning all her resolution
29	1868	FIC	LovePrince	lieutenant. Gus. Count Gustave Giving purse. Take this. Jean. Jean Fie! Do you think such services can be paid with money? Gus. Count
30	1868	FIC	Nydia	to touch the highest flight Of an Egyptian's spirit. Arbaces: Arbaces: Fie! I'll go To Isis' temple, and implore her grace To pardon
31	1868	FIC	Nydia	Arbaces' house. Glaucus: Glaucus: Poor child! Nydia: Nydia: Fie, Glaucus! There may be dust upon me, but no stain. Glaucus
32	1868	FIC	Nydia	, Since he chose you as mistress of his heart? Ione: Ione: Fie, jester, you are merry! Apaecides: Apaecides: Love is so.
33	1868	FIC	Nydia	with your mechanic Isis -- Her rolling eyes, her oracles? -- oh! fie! What think you of your efforts to corrupt The pure, high nature of
34	1868	FIC	Bankrupt	something over. Gilt. Edward Giltwood At what interest? Shorn. James Shelvill Fie! you inveterate trader! at no interest. Gilt. Edward Giltwood James!
35	1868	FIC	Bankrupt	shrine, I shall bear any kind of penance patiently. Amy. Amy Giltwood Fie, Sir! you are an habitual flatterer. Awhile ago, you sneered at
36	1868	FIC	Bankrupt	, be balanced equally between you, pang for pang. Amy. Amy Giltwood Fie! sir, I am awake. You have been playing on my fancy,
37	1868	FIC	Bankrupt	you not soon be there? Our children -- Gilt. Edward Giltwood Interrupting her Fie! fie! Amy. Amy Giltwood Edward, what excites you thus? Have
38	1868	FIC	Bankrupt	soon be there? Our children -- Gilt. Edward Giltwood Interrupting her Fie! fie! Amy. Amy Giltwood Edward, what excites you thus? Have you not
39	1868	FIC	Bankrupt	Shelvill Edward, you will kill me with your bitterness. Gilt. Edward Giltwood Fie! sir; you are faint-hearted. Come, begin! Shorn. James Shelvill
40	1868	FIC	WorldMask	look to me; I have known him from my cradle. -- Oh, fie! I vex you. I have done. Gal. Galldove Rylton and I
41	1868	FIC	WorldMask	Galldove So! My cousin has more care for that. Lucy. Lucy Willburg Fie! sir, you make me merry. Gal. Galldove Is it not pardonable
42	1869	FIC	JanetsLoveService	country.' " Janet made no secret of her tears now. " Hoot fie, Janet, woman, " said her mother, affecting anger to hide far
43	1869	FIC	JanetsLoveService	lunch. " They all laughed, and Arthur said, -- " Oh, fie, Rosie! not to know these places are all beyond the limits of Canada
44	1869	FIC	JanetsLoveService	then. " Rose laughed merrily. " Who? The minister? Oh! fie, Sandy man, you shouldna speak such nonsense. Wee Rosie, are you
45	1869	FIC	JanetsLoveService	n't know about that. There's Aleck and Emily. " " Hoot, fie, man! They cared for one another, and neither Miss Graeme, nor
46	1869	FIC	WomanWhoDared	a smile Tender as dawning light, yet arch and gay, Cried, " Fie, my father! Could you be so dull? How could you treat my
47	1869	FIC	WomanWhoDared	. See you to my basket. " " Rachel! Stop, Rachel! Fie, you forward girl! Don't think of it: come back! back
48	1869	NF/ACAD	MemoirsExtraordinary	Justice: " Alas! neighbour Banks, are you a ringleader in mischief? Fie I to abuse an aged woman! " Banks: " Woman! -- a
1	1870	FIC	PrudyKeepingHouse	" said Prudy; " it's just like riding round Willow-brook. " " Fie! don't tell me there's anything so beautiful in Maine! I expect
2	1870	FIC	PrudyKeepingHouse	love best, great ugly grizzles or hunkydory little parrots? " " O, fie! " said Mrs. Pragoff, really shocked; " where did a well-bred child
3	1870	FIC	PrudyKeepingHouse	or she wouldn't run away, " said Dotty, much shocked. " Fie, Augustus! " said Aunt Madge, who was laughing herself. " I
4	1871	FIC	TruceGod ATale	so suddenly. That Henry de Stramen should thus pursue a boy! - - fie! It is a stain upon his manhood! " Gilbert looked up in the
5	1873	FIC	FairGodTheLast	I shall have to send back to the' tzin; and, Nenetzin, fie! the young lords would be afraid to see you now. " " The
6	1873	FIC	FairGodTheLast	, or to the fountain yet faintly illuminated. But he was firm. " Fie, fie! " he said. " You should laugh, not cry.
7	1873	FIC	FairGodTheLast	to the fountain yet faintly illuminated. But he was firm. " Fie, fie! " he said. " You should laugh, not cry. Did I
8	1875	FIC	JestEarnest	, " All your features redeem you from that charge. " " O, fie! " she exclaimed, " a pun and flattery in one breath! "
9	1875	FIC	WeOurNeighbors	Paris letters. " " Are they very long? " said Harry. " Fie now, Harry; you ought to be interested in the girls. " "
10	1875	NEWS	NYT-Ed	dentistry was required to ex. hibit a diploma, it could not be stopped, fie it is a lamentable fact that thousands 01 men and women who live by quackery
11	1876	FIC	Ishmael InDepths	had received a wound, while all the boys exclaimed simultaneously: " Oh, fie! " or " Oh, Alf, how could you say such a thing
12	1876	FIC	Clarel	heart-peace, how few may claim, And each pure nature pines in dearth -- Fie, fie, thy soul might well take shame.' -- There sunk my
13	1876	FIC	Clarel	how few may claim, And each pure nature pines in dearth -- Fie, fie, thy soul might well take shame.' -- There sunk my heart --
14	1876	FIC	Clarel	About me in this peccant air, Conjuring yet to spare, but spare! Fie, fie, that didst in formal will Plot piously the posthumous snare. And
15	1876	FIC	Clarel	in this peccant air, Conjuring yet to spare, but spare! Fie, fie, that didst in formal will Plot piously the posthumous snare. And thou,
16	1876	FIC	Clarel	Betray the wine In autumn leaf Of vermil flame: Bramble and Thorn Cry -- Fie, for shame! " Mortmain aloof and single sat -- In range with Rolfe
17	1877	FIC	ElsiesMotherhood	Dick, " what! Ed Travilla, you play with carpet-baggers, eh? fie on you! I wouldn't be seen with one. " " That's
18	1877	FIC	LillsTravelsIn	into the store, though it was half full of men, - - oh fie! Flaxie Frizzle! Mr. Jones, a lame man, was sitting next the
19	1878	FIC	NabobVolume12	I'll wager Bois-l'Hery got' em for six thousand. " " Oh! fie, fie -- a gentleman! " said Jenkins, with the indignation of a
20	1878	FIC	NabobVolume12	wager Bois-l'Hery got' em for six thousand. " " Oh! fie, fie -- a gentleman! " said Jenkins, with the indignation of a noble soul
21	1878	FIC	NabobVolume12	back is turned we divide the fruit of the crime, laughing like brigands. Fie! Monsieur Passajon. Such performances at your time of life! Oh! Mon
22	1878	FIC	NabobVol22	because his religion forbids him to have a Mohammedan for his mistress. " " Fie, fie, Jansoulet! " " What can you expect, Monsieur le Duc
23	1878	FIC	NabobVol22	religion forbids him to have a Mohammedan for his mistress. " " Fie, fie, Jansoulet! " " What can you expect, Monsieur le Duc? You
24	1878	NEWS	NYT-Reg	Carlos Indian Agency: " Mr. Hart, agent at San Carlos, informs me fie is entirely out of supplies for his Indians -- has not a pound of anything
25	1878	NEWS	NYT-Ed	the inclined plane, followeg by Judge Sluyter and Dr. Wlicose, were terr, fie. The shrieks were to a great extent hushed when those two ponderous citizens Struck
26	1879	FIC	OurEnglishFriend	I confess I never gave the matter a thought. Mer. Meryl Oh, fie! Have you no eyes for beauty? Flut. Flutterby Not of the school
27	1879	FIC	CountryGirl	I would say -- blisters on my tongue! Crosses, R. Peg. Peggy Fie, Bud, you have told all. Mocking him, skipping, and laughing
1	1880	FIC	BricksWithoutStraw	to kill the last one of' em to have any peace. " " Fie, sheriff, " laughed the chairman good-naturedly; " you seem to be vexed
2	1880	FIC	BricksWithoutStraw	I inquire who constituted you either my judge or my accuser. " " Oh fie! Hesden, " said his mother. " Isn't Hetty one of the
3	1880	FIC	TalesChesapeake	his shodden staff, and ejaculating, " Foei! weg! fychaam u! Fie! leave off! fie on you! What absurdity is this on the property
4	1880	FIC	TalesChesapeake	ejaculating, " Foei! weg! fychaam u! Fie! leave off! fie on you! What absurdity is this on the property of our hoofstad, our
5	1880	FIC	ErnestMaltravers188-?	by all accounts, half a dozen didn't serve him. Aloud Oh, fie! my dear sir, for shame! I didn't insinuate such a thing
6	1880	FIC	ErnestMaltravers188-?	Flor. Lady Florence To Lumley Ferrers, if he will accept of her. Fie, fie! Sir Ernest, this is not cordial greeting to your friend,
7	1880	FIC	ErnestMaltravers188-?	Lady Florence To Lumley Ferrers, if he will accept of her. Fie, fie! Sir Ernest, this is not cordial greeting to your friend, but my
8	1881	FIC	FearfulResponsibility	the play, answers,' My mistress won't let me.' But fie! I am saying what young girls ought not to hear. " After the
9	1881	FIC	NightsWithUncle	tant gagner bon coeur! Papa Mlle. Calinda dire lui: 6. " Mo fie, li tan to maie; fo to soizi cila to oule. " Landimin
10	1881	FIC	PoemsStories	school-teachers cheated; Smuggled candy in school; smoked cigars, and -- O, fie! -- Read a great many very queer books on the sly. She'
11	1882	FIC	PoemsNathaniel	come to that -- we're free by habeas corpus. XXXIV. (" Fie, what a naughty shawl! No expos, I trust, love, eh
12	1882	FIC	PoemsNathaniel	nicer? Had he a " friend " sub rosa? No, sir! Fie, sir! LXXVIII. Then why neglect her? Having said he did,
13	1883	FIC	Betrothal	wed Marsio. Fil. Filippia The poison in another shape. Cos. Costanza Fie! fie! Are quibbling jests the best advice you give? Fil. Filippia
14	1883	FIC	Betrothal	. Fil. Filippia The poison in another shape. Cos. Costanza Fie! fie! Are quibbling jests the best advice you give? Fil. Filippia' T
15	1883	FIC	Betrothal	Marsio? Sal. Salvatore Gods! I know nothing else! Fil. Filippia Fie! restive lover! Sal. Salvatore Between Juranio and you, my knowledge,
16	1883	FIC	LeonorDeGuzman	, I have found A wench's garter, and would tie it on. Fie! fie! it turns my stomach inside out, To hear their lady-talk.
17	1883	FIC	LeonorDeGuzman	have found A wench's garter, and would tie it on. Fie! fie! it turns my stomach inside out, To hear their lady-talk. Ca.
18	1883	FIC	LeonorDeGuzman	I see thy drift: Thou wouldst evade thy duties, governor. O, fie! do courtesy by deputy? Cor. Alonso Coronel Now, my dear friend
19	1883	FIC	LeonorDeGuzman	see him not. Laughing. Alb. Don Juan Alonso de Alburquerqu O, fie! my lady, Is childish trifling the best wit you bring, To meet
20	1883	FIC	WidowsMarriage	the church-door! -- Mercy! Madge, Don't stare so at them. Fie! you naughty child, I'm blushing for you. Marry! when you
21	1883	FIC	WidowsMarriage	Of where the French go. If the French go -- Lady G. Lady Goldstraw Fie! Your tongue is idler than your hands. Go, go; Get to
22	1883	FIC	WidowsMarriage	could love thee, as thou dost deserve; But love! -- O, fie! I'll swear I can not love. Yet I must feign it;
23	1883	FIC	WidowsMarriage	is yours, without youth's rudeness, madam. Lady G. Lady Goldstraw O fie! you flatter. Gold. Harry Goldstraw (Apart to Ruffler.) I
24	1883	FIC	WidowsMarriage	. Nick Prior Your grace, Your most imperious ladyship -- Lady G. Lady Goldstraw Fie! Nick, You over-rank me, fie! Call me plain Lady -- Plain
25	1883	FIC	WidowsMarriage	imperious ladyship -- Lady G. Lady Goldstraw Fie! Nick, You over-rank me, fie! Call me plain Lady -- Plain Lady Ruffler. color=redPage 178 Nick. Nick Prior
26	1883	MAG	Century	attached - which threatens to throttle him, being about his neck. Oh, fie! Now, here. The old Doctor's spider's web must, of
27	1883	NEWS	NYT-Reg	sitting on i the edge of his bed in a bewildered and dazed condition. fie was searched, and the key of his room at the Poughkeepsie Hotel was found
28	1884	FIC	DreamLife A	if it won't be true some day or other. - - - - Fie, Clarence, where is your split sixpence, and your blue ribbon! Jenny
29	1884	FIC	QueerStoriesBoys	not Gleason's unrequited attentions to our heroine that prompted much of the trouble? Fie on it for a foul suggestion! Is woman to be held responsible for a
30	1884	FIC	DrSevier	wit on earth. They walked on in their bliss. Shall we follow? Fie! They passed down across three or four of a group of parallel streets named
31	1884	MAG	NorthAmRev	community we must look for that elevated sense of justice which will not ti * fie with grave matters nor regard outrageous verdicts with complacency. Let us hope, as
32	1885	FIC	PoeticalWorks	, My heart in a flutter to follow The flight of my sailor man. Fie on a husband sitting Still, in the house at home! Give me a
33	1886	FIC	Poems	, may do before the world -- Because it must be done through innocence. Fie on his foul mouth who should hint' t was wrong! Who' d
34	1886	FIC	Poems	If there be any such, they are rank fools. Dishonest was I? Fie! Beyond the verge Of Law -- and that, as I suppose, is
35	1886	FIC	Saratoga	? -- (to MISS EFFIE) -- a -- h -- Miss Ef -- fie -- Each time they meet they draw up and glare at each other. WETH
36	1887	FIC	Contrast	delicate foot! " " Ha! General, what a well-turned -- " LETITIA Fie! fie! Charlotte stopping her mouth, I protest you are quite a libertine
37	1887	FIC	Contrast	! " " Ha! General, what a well-turned -- " LETITIA Fie! fie! Charlotte stopping her mouth, I protest you are quite a libertine. CHARLOTTE
38	1887	FIC	FarmLegends	An' never awake my fancy like them that's good an' old. Fie on your high-toned gimcracks, with rests an' beats an' points, Shaking
39	1888	FIC	BrotherToDragons	that old tale o'er a hundred times; and thou too, my lord? Fie, then! Wouldst seek to flatter thy old nurse with this seeming eagerness?
40	1889	FIC	StandishStandish	grumble at tarrying with me to care for thine own dear sister and brother? Fie on thee, girl! " " They're not my own, " grumbled
41	1889	FIC	StandishStandish	her elbow, and Desire with a start and a laugh exclaimed, -- " Fie on thee, John, to take a poor maid at her word so shortly
1	1890	FIC	EarthTrembled	wish to become a big, luscious peach. Lor, Lor -- oh, fie! Am I saying naughty words? But then, my dears, you know
2	1890	FIC	EarthTrembled	and are the better for it. That's the demmed total -- oh, fie! there I am at it again. Well, Cousin Hugh, to take
3	1890	FIC	Cigarette-Makers	and not you only, but your friends and your rag and your tag! Fie! If you stay here long we shall end in dust and feathers! But
4	1890	FIC	Inconstant	such a baby as bashfulness! A great lusty fellow! and a soldier! fie upon it. Get rid on't; get rid on't. Dur.
5	1890	FIC	Inconstant	sit down to answer you, for I am heartily tired. Bis. Bisarre Fie upon't; a young man, and tired! up for shame, and
6	1890	FIC	Inconstant	R. DUGARD runs to MIRABEL, the rest to OLD MIRABEL. Dug. Dugard Fie, fie, Mirabel, murder your father! Mir. Young Mirabel My father
7	1890	FIC	Inconstant	runs to MIRABEL, the rest to OLD MIRABEL. Dug. Dugard Fie, fie, Mirabel, murder your father! Mir. Young Mirabel My father! What
8	1890	FIC	MerchantVenice	. SALAR. Salarino Why, then you are in love. ANT. Antonio Fie, fie! SALAR. Salarino Not in love, neither? Then let us
9	1890	FIC	MerchantVenice	. Salarino Why, then you are in love. ANT. Antonio Fie, fie! SALAR. Salarino Not in love, neither? Then let us say you
10	1890	FIC	MerchantVenice	t is mine, and I will have it: If you deny me, fie upon your law! There is no force in the decrees of Venice: I
11	1890	NEWS	NYT-Reg	to go to the express car and tell the messenger to open the door. Fie did so, under the threat of death if he should Salk When he reached
12	1890	NEWS	NYT-Reg	laws of war nor Wee of peace; BegottleA, That a committee consisting opt fie mem.;. bets of this House, who aro: ambers-elect of the'
13	1891	FIC	OldStoneHouseOther	can not see from the window. You do not like such humble flowers? Fie! Mistress Juliet, it is hard to believe that, - - even Orrin
14	1891	FIC	DavidFlemingsForgiveness	boy, lifting his head, " what is the seven-and-twentieth? " " Oh fie, Davie! to be thinking of propositions and such-like worldly things, and this
15	1892	FIC	ChangeHeart	back again, And pray her to a fault for which I chid her. Fie, fie, how wayward is this foolish love, That, like a testy
16	1892	FIC	ChangeHeart	, And pray her to a fault for which I chid her. Fie, fie, how wayward is this foolish love, That, like a testy babe,
17	1892	FIC	ChangeHeart	wants resolvd will To learn his wit to exchange the bad for better. -- Fie, fie, unreverend tongue! to call her bad Whose sovereignty so oft thou
18	1892	FIC	ChangeHeart	will To learn his wit to exchange the bad for better. -- Fie, fie, unreverend tongue! to call her bad Whose sovereignty so oft thou hast preferred
19	1893	FIC	YoricksLove	!' T is not for young maids to hear. DOROTHY: Oh! fie, Gregory! Shall they not hear it in the theatre! Sweet Gregory,
20	1894	FIC	HonorablePeter	have only one. The sweetest, loveliest child you can imagine. " " Fie, fie, Rosebud, " cried a voice from the doorway. " You
21	1894	FIC	HonorablePeter	one. The sweetest, loveliest child you can imagine. " " Fie, fie, Rosebud, " cried a voice from the doorway. " You shouldn't
22	1894	FIC	WhenLifeIsYoung	nor right. " " You won't, you naughty boy? Oh, fie! You dare to tell me mind my eye? Come down this instant!
23	1894	NEWS	NYT-Ed	more members at large. This will give the organization an Executive Committee of? Fie hundred members, chosen in such a way as fairly to represent the character and
24	1895	FIC	ChosenFew Short	for half an hour every day the merry notes of Old Pipes's piping. Fie upon you, Echo-dwarf! You are lazy and selfish; and that is what
25	1895	FIC	DaughtersRevolution	Warren for his oration, " said the moderator. " No, no! fie, fie! " shouted a captain of the Royal Irish Regiment, and the
26	1895	FIC	DaughtersRevolution	his oration, " said the moderator. " No, no! fie, fie! " shouted a captain of the Royal Irish Regiment, and the other officers
27	1895	NEWS	NYT-Ed	no difference in sense between " He belongs to the Forty-second Regiment " and " fie belongs With the Forty-second Reglinent, " the first of Which, according to him
28	1897	MAG	Century	this is your friendship, what would be your love!)) ((Fie! fie! Hush!)) she said, and was gone. In
29	1897	MAG	Century	your friendship, what would be your love!)) ((Fie! fie! Hush!)) she said, and was gone. In two hours
30	1898	FIC	LauncelotGuenevere [1898-1907]	nigh -- And this is Cupid's ladder. Lionors. Lionors. Oh, fie! it is a jade's song. Naughty boy, You must be good
31	1898	FIC	LauncelotGuenevere [1898-1907]	guilty twenty times, He doth as far this Ladinas o'erpeer As mountains anthills. Fie, a worm, a snail! Kaye. Kaye.' T is most
32	1898	FIC	LauncelotGuenevere [1898-1907]	That will not do. Curse him, they will not doubt his word. Fie, fie! Can not I weave a better lie than this? --'
33	1898	FIC	LauncelotGuenevere [1898-1907]	not do. Curse him, they will not doubt his word. Fie, fie! Can not I weave a better lie than this? --' T is
34	1898	FIC	LauncelotGuenevere [1898-1907]	your swords. He dies, Who touches these old men except with reverence. Fie, would ye strike the herald in his office Or run upon unweaponed age?
35	1898	FIC	LauncelotGuenevere [1898-1907]	Arthur (leaving Dinadan and going over to Launcelot). Launcelot... Now, fie, fie! Be merry, man. The old rogue is well served.
36	1898	FIC	LauncelotGuenevere [1898-1907]	leaving Dinadan and going over to Launcelot). Launcelot... Now, fie, fie! Be merry, man. The old rogue is well served.... It
37	1898	FIC	LauncelotGuenevere [1898-1907]	of men? Helen. Helen. And thou wouldst that I love thee? Fie! this is a low thought thou pluckest from its sheath. Chorus. Chorus
38	1898	NF/ACAD	EnglishFairyTales	knock came to the door, and a dreadful voice said: " Fee, fie, fo, fum, I smell the blood of some earthly one. Who
39	1898	NF/ACAD	EnglishFairyTales	Childe Rowland to the Dark Tower came.... " His word was still: " Fie, foh and fum, I smell the blood of a British man. "
40	1899	FIC	BillyBaxtersLetters	.' Of gallantry, I'll be bound,' she exclaimed.' Fie, Madame de Bruhl, and you but six months married!' Madame de
41	1899	NF/ACAD	PrimitiveLoveLove-	of the " self-harming " kind of which one of Shakspere's characters exclaims " Fie! beat it hence! " Too often, however, women have cause for
1	1890	FIC	EarthTrembled	wish to become a big, luscious peach. Lor, Lor -- oh, fie! Am I saying naughty words? But then, my dears, you know
2	1890	FIC	EarthTrembled	and are the better for it. That's the demmed total -- oh, fie! there I am at it again. Well, Cousin Hugh, to take
3	1890	FIC	Cigarette-Makers	and not you only, but your friends and your rag and your tag! Fie! If you stay here long we shall end in dust and feathers! But
4	1890	FIC	Inconstant	such a baby as bashfulness! A great lusty fellow! and a soldier! fie upon it. Get rid on't; get rid on't. Dur.
5	1890	FIC	Inconstant	sit down to answer you, for I am heartily tired. Bis. Bisarre Fie upon't; a young man, and tired! up for shame, and
6	1890	FIC	Inconstant	R. DUGARD runs to MIRABEL, the rest to OLD MIRABEL. Dug. Dugard Fie, fie, Mirabel, murder your father! Mir. Young Mirabel My father
7	1890	FIC	Inconstant	runs to MIRABEL, the rest to OLD MIRABEL. Dug. Dugard Fie, fie, Mirabel, murder your father! Mir. Young Mirabel My father! What
8	1890	FIC	MerchantVenice	. SALAR. Salarino Why, then you are in love. ANT. Antonio Fie, fie! SALAR. Salarino Not in love, neither? Then let us
9	1890	FIC	MerchantVenice	. Salarino Why, then you are in love. ANT. Antonio Fie, fie! SALAR. Salarino Not in love, neither? Then let us say you
10	1890	FIC	MerchantVenice	t is mine, and I will have it: If you deny me, fie upon your law! There is no force in the decrees of Venice: I
11	1890	NEWS	NYT-Reg	to go to the express car and tell the messenger to open the door. Fie did so, under the threat of death if he should Salk When he reached
12	1890	NEWS	NYT-Reg	laws of war nor Wee of peace; BegottleA, That a committee consisting opt fie mem.;. bets of this House, who aro: ambers-elect of the'
13	1891	FIC	OldStoneHouseOther	can not see from the window. You do not like such humble flowers? Fie! Mistress Juliet, it is hard to believe that, - - even Orrin
14	1891	FIC	DavidFlemingsForgiveness	boy, lifting his head, " what is the seven-and-twentieth? " " Oh fie, Davie! to be thinking of propositions and such-like worldly things, and this
15	1892	FIC	ChangeHeart	back again, And pray her to a fault for which I chid her. Fie, fie, how wayward is this foolish love, That, like a testy
16	1892	FIC	ChangeHeart	, And pray her to a fault for which I chid her. Fie, fie, how wayward is this foolish love, That, like a testy babe,
17	1892	FIC	ChangeHeart	wants resolvd will To learn his wit to exchange the bad for better. -- Fie, fie, unreverend tongue! to call her bad Whose sovereignty so oft thou
18	1892	FIC	ChangeHeart	will To learn his wit to exchange the bad for better. -- Fie, fie, unreverend tongue! to call her bad Whose sovereignty so oft thou hast preferred
19	1893	FIC	YoricksLove	!' T is not for young maids to hear. DOROTHY: Oh! fie, Gregory! Shall they not hear it in the theatre! Sweet Gregory,
20	1894	FIC	HonorablePeter	have only one. The sweetest, loveliest child you can imagine. " " Fie, fie, Rosebud, " cried a voice from the doorway. " You
21	1894	FIC	HonorablePeter	one. The sweetest, loveliest child you can imagine. " " Fie, fie, Rosebud, " cried a voice from the doorway. " You shouldn't
22	1894	FIC	WhenLifeIsYoung	nor right. " " You won't, you naughty boy? Oh, fie! You dare to tell me mind my eye? Come down this instant!
23	1894	NEWS	NYT-Ed	more members at large. This will give the organization an Executive Committee of? Fie hundred members, chosen in such a way as fairly to represent the character and
24	1895	FIC	ChosenFew Short	for half an hour every day the merry notes of Old Pipes's piping. Fie upon you, Echo-dwarf! You are lazy and selfish; and that is what
25	1895	FIC	DaughtersRevolution	Warren for his oration, " said the moderator. " No, no! fie, fie! " shouted a captain of the Royal Irish Regiment, and the
26	1895	FIC	DaughtersRevolution	his oration, " said the moderator. " No, no! fie, fie! " shouted a captain of the Royal Irish Regiment, and the other officers
27	1895	NEWS	NYT-Ed	no difference in sense between " He belongs to the Forty-second Regiment " and " fie belongs With the Forty-second Reglinent, " the first of Which, according to him
28	1897	MAG	Century	this is your friendship, what would be your love!)) ((Fie! fie! Hush!)) she said, and was gone. In
29	1897	MAG	Century	your friendship, what would be your love!)) ((Fie! fie! Hush!)) she said, and was gone. In two hours
30	1898	FIC	LauncelotGuenevere	nigh -- And this is Cupid's ladder. Lionors. Lionors. Oh, fie! it is a jade's song. Naughty boy, You must be good
31	1898	FIC	LauncelotGuenevere	guilty twenty times, He doth as far this Ladinas o'erpeer As mountains anthills. Fie, a worm, a snail! Kaye. Kaye.' T is most
32	1898	FIC	LauncelotGuenevere	That will not do. Curse him, they will not doubt his word. Fie, fie! Can not I weave a better lie than this? --'
33	1898	FIC	LauncelotGuenevere	not do. Curse him, they will not doubt his word. Fie, fie! Can not I weave a better lie than this? --' T is
34	1898	FIC	LauncelotGuenevere	your swords. He dies, Who touches these old men except with reverence. Fie, would ye strike the herald in his office Or run upon unweaponed age?
35	1898	FIC	LauncelotGuenevere	Arthur (leaving Dinadan and going over to Launcelot). Launcelot... Now, fie, fie! Be merry, man. The old rogue is well served.
36	1898	FIC	LauncelotGuenevere	leaving Dinadan and going over to Launcelot). Launcelot... Now, fie, fie! Be merry, man. The old rogue is well served.... It
37	1898	FIC	LauncelotGuenevere	of men? Helen. Helen. And thou wouldst that I love thee? Fie! this is a low thought thou pluckest from its sheath. Chorus. Chorus
38	1898	NF/ACAD	EnglishFairyTales	knock came to the door, and a dreadful voice said: " Fee, fie, fo, fum, I smell the blood of some earthly one. Who
39	1898	NF/ACAD	EnglishFairyTales	Childe Rowland to the Dark Tower came.... " His word was still: " Fie, foh and fum, I smell the blood of a British man. "
40	1899	FIC	BillyBaxtersLetters	.' Of gallantry, I'll be bound,' she exclaimed.' Fie, Madame de Bruhl, and you but six months married!' Madame de
41	1899	NF/ACAD	PrimitiveLoveLove-	of the " self-harming " kind of which one of Shakspere's characters exclaims " Fie! beat it hence! " Too often, however, women have cause for
1	1900	FIC	HeartsHighway	the heights of her own resolution by a good excuse for having fallen -- " Fie, why should I not have told you, Master Wingfield? You can not
2	1900	FIC	HeartsHighway	A pretty parson, forsooth! And to keep company with a pirate captain! Fie! When he looks at me, I clutch my gold chain and turn the
3	1900	FIC	HeartsHighway	left, calling out to her sister to go homeward with a laugh. " Fie on thee, Catherine! " she cried out. " If thou art abroad
4	1900	FIC	HeartsHighway	you be.' T is but a trick to turn me from him. Fie, think you that will avail? Think you that a sister's heart counts
5	1900	FIC	JimmyLucyAll	But I couldn't back out after I was stumped. " " Oh, fie! Backing out is exactly the thing to do when a boy is trying to
6	1900	FIC	JimmyLucyAll	, Dave Blake! " " Well, go along and tell her then. Fie, for shame! " Henry, a feeble, petted child, was always
7	1900	FIC	JimmyLucyAll	. And when they plague me I have to cry. " " Oh, fie, don't you do it! If I were a little black-eyed boy about
8	1900	FIC	JimmyLucyAll	us together, and we shall have a better time! " " Oh, fie! How could I take real live little girls into the kingdom of the elves
9	1900	FIC	PhilipWinwood	, utterly happy! " was the burden of Phil's low-spoken words. " Fie! " said Margaret, playfully, one evening. " You must not be
10	1900	MAG	Atlantic	Washington a mudhole, and left it the city of beauty it is to-day. fie. suffered the fate of all reformers,? he was abused, calumniated,
11	1900	NEWS	NYT-Reg	in their interests I know that he is not true to what he says. fie simply wants your vote. That is all. Why. h.: even intimates
12	1901	FIC	KingMidasRomance	Helen's outburst, so lost was all his soul in the other sight. Fie saw that the stranger's convulsive efforts were weakening, and he staggered forward with
13	1902	FIC	ArtDisappearing	, mortification, shame, fifty tigerish feelings that could not find expression. " Fie, fie, Colette! You have proved that I am Arthur Dillon. Why
14	1902	FIC	ArtDisappearing	, shame, fifty tigerish feelings that could not find expression. " Fie, fie, Colette! You have proved that I am Arthur Dillon. Why go back
15	1902	FIC	Strollers	, O spirit of good Master Tobin!) the countryman responded reprovingly: " Fie, my noble Duke! Have you no water from the well? " An
16	1902	FIC	Strollers	I twenty years younger, I would not thus be set aside. " " Fie, Marquis! " she returned. " These other people are dull, while
